position_code,skill_id,skill_score
Orthotists and Prosthetists,Systems Evaluation,3.12
Orthotists and Prosthetists,Time Management,3.0
Orthotists and Prosthetists,Time Management,3.0
Orthotists and Prosthetists,Management of Financial Resources,1.62
Orthotists and Prosthetists,Management of Financial Resources,0.62
Orthotists and Prosthetists,Management of Material Resources,2.0
Orthotists and Prosthetists,Management of Material Resources,1.75
Orthotists and Prosthetists,Management of Personnel Resources,2.5
Orthotists and Prosthetists,Management of Personnel Resources,2.62
Hearing Aid Specialists,Reading Comprehension,3.25
Hearing Aid Specialists,Reading Comprehension,3.38
Hearing Aid Specialists,Active Listening,3.88
Hearing Aid Specialists,Active Listening,3.88
Hearing Aid Specialists,Writing,3.12
Hearing Aid Specialists,Writing,3.0
Hearing Aid Specialists,Speaking,3.38
Hearing Aid Specialists,Speaking,3.62
Hearing Aid Specialists,Mathematics,2.12
Hearing Aid Specialists,Mathematics,2.62
Hearing Aid Specialists,Science,1.75
Hearing Aid Specialists,Science,0.88
Hearing Aid Specialists,Critical Thinking,3.12
Hearing Aid Specialists,Critical Thinking,3.62
Hearing Aid Specialists,Active Learning,3.12
Hearing Aid Specialists,Active Learning,3.12
Hearing Aid Specialists,Learning Strategies,3.0
Hearing Aid Specialists,Learning Strategies,3.0
Hearing Aid Specialists,Monitoring,3.12
Hearing Aid Specialists,Monitoring,3.0
Hearing Aid Specialists,Social Perceptiveness,3.25
Hearing Aid Specialists,Social Perceptiveness,3.25
Hearing Aid Specialists,Coordination,3.0
Hearing Aid Specialists,Coordination,3.0
Hearing Aid Specialists,Persuasion,3.12
Hearing Aid Specialists,Persuasion,3.25
Hearing Aid Specialists,Negotiation,2.75
Hearing Aid Specialists,Negotiation,2.75
Hearing Aid Specialists,Instructing,3.5
Hearing Aid Specialists,Instructing,3.25
Hearing Aid Specialists,Service Orientation,3.62
Hearing Aid Specialists,Service Orientation,3.75
Hearing Aid Specialists,Complex Problem Solving,3.12
Hearing Aid Specialists,Complex Problem Solving,3.0
Hearing Aid Specialists,Operations Analysis,1.62
Hearing Aid Specialists,Operations Analysis,0.62
Hearing Aid Specialists,Technology Design,1.75
Hearing Aid Specialists,Technology Design,1.38
Hearing Aid Specialists,Equipment Selection,2.0
Hearing Aid Specialists,Equipment Selection,2.0
Hearing Aid Specialists,Installation,1.0
Hearing Aid Specialists,Installation,0.0
Hearing Aid Specialists,Programming,1.5
Hearing Aid Specialists,Programming,0.62
Hearing Aid Specialists,Operations Monitoring,2.62
Hearing Aid Specialists,Operations Monitoring,2.62
Hearing Aid Specialists,Operation and Control,1.62
Hearing Aid Specialists,Operation and Control,0.75
Hearing Aid Specialists,Equipment Maintenance,2.12
Hearing Aid Specialists,Equipment Maintenance,2.0
Hearing Aid Specialists,Troubleshooting,2.62
Hearing Aid Specialists,Troubleshooting,2.12
Hearing Aid Specialists,Repairing,2.25
Hearing Aid Specialists,Repairing,2.25
Hearing Aid Specialists,Quality Control Analysis,2.88
Hearing Aid Specialists,Quality Control Analysis,2.88
Hearing Aid Specialists,Judgment and Decision Making,3.12
Hearing Aid Specialists,Judgment and Decision Making,3.12
Hearing Aid Specialists,Systems Analysis,2.88
Hearing Aid Specialists,Systems Analysis,2.88
Hearing Aid Specialists,Systems Evaluation,2.88
Hearing Aid Specialists,Systems Evaluation,3.0
Hearing Aid Specialists,Time Management,3.0
Hearing Aid Specialists,Time Management,3.0
Hearing Aid Specialists,Management of Financial Resources,1.62
Hearing Aid Specialists,Management of Financial Resources,1.12
Hearing Aid Specialists,Management of Material Resources,2.0
Hearing Aid Specialists,Management of Material Resources,1.62
Hearing Aid Specialists,Management of Personnel Resources,2.0
Hearing Aid Specialists,Management of Personnel Resources,2.25
Neurodiagnostic Technologists,Reading Comprehension,3.75
Neurodiagnostic Technologists,Reading Comprehension,4.12
Neurodiagnostic Technologists,Active Listening,4.0
Neurodiagnostic Technologists,Active Listening,4.0
Neurodiagnostic Technologists,Writing,3.38
Neurodiagnostic Technologists,Writing,3.38
Neurodiagnostic Technologists,Speaking,3.88
Neurodiagnostic Technologists,Speaking,3.88
Neurodiagnostic Technologists,Mathematics,2.25
Neurodiagnostic Technologists,Mathematics,2.38
Neurodiagnostic Technologists,Science,2.5
Neurodiagnostic Technologists,Science,2.5
Neurodiagnostic Technologists,Critical Thinking,3.75
Neurodiagnostic Technologists,Critical Thinking,4.0
Neurodiagnostic Technologists,Active Learning,3.12
Neurodiagnostic Technologists,Active Learning,3.25
Neurodiagnostic Technologists,Learning Strategies,3.12
Neurodiagnostic Technologists,Learning Strategies,3.12
Neurodiagnostic Technologists,Monitoring,3.62
Neurodiagnostic Technologists,Monitoring,3.62
Neurodiagnostic Technologists,Social Perceptiveness,3.25
Neurodiagnostic Technologists,Social Perceptiveness,3.12
Neurodiagnostic Technologists,Coordination,3.0
Neurodiagnostic Technologists,Coordination,2.88
Neurodiagnostic Technologists,Persuasion,2.0
Neurodiagnostic Technologists,Persuasion,1.75
Neurodiagnostic Technologists,Negotiation,2.12
Neurodiagnostic Technologists,Negotiation,2.0
Neurodiagnostic Technologists,Instructing,3.12
Neurodiagnostic Technologists,Instructing,3.12
Neurodiagnostic Technologists,Service Orientation,3.12
Neurodiagnostic Technologists,Service Orientation,3.12
Neurodiagnostic Technologists,Complex Problem Solving,3.12
Neurodiagnostic Technologists,Complex Problem Solving,3.0
Neurodiagnostic Technologists,Operations Analysis,1.12
Neurodiagnostic Technologists,Operations Analysis,0.12
Neurodiagnostic Technologists,Technology Design,1.5
Neurodiagnostic Technologists,Technology Design,0.5
Neurodiagnostic Technologists,Equipment Selection,1.88
Neurodiagnostic Technologists,Equipment Selection,1.38
Neurodiagnostic Technologists,Installation,1.0
Neurodiagnostic Technologists,Installation,0.0
Neurodiagnostic Technologists,Programming,1.62
Neurodiagnostic Technologists,Programming,0.75
Neurodiagnostic Technologists,Operations Monitoring,3.12
Neurodiagnostic Technologists,Operations Monitoring,3.0
Neurodiagnostic Technologists,Operation and Control,2.88
Neurodiagnostic Technologists,Operation and Control,3.0
Neurodiagnostic Technologists,Equipment Maintenance,2.12
Neurodiagnostic Technologists,Equipment Maintenance,2.12
Neurodiagnostic Technologists,Troubleshooting,2.88
Neurodiagnostic Technologists,Troubleshooting,2.62
Neurodiagnostic Technologists,Repairing,2.5
Neurodiagnostic Technologists,Repairing,2.25
Neurodiagnostic Technologists,Quality Control Analysis,3.0
Neurodiagnostic Technologists,Quality Control Analysis,3.0
Neurodiagnostic Technologists,Judgment and Decision Making,3.12
Neurodiagnostic Technologists,Judgment and Decision Making,3.25
Neurodiagnostic Technologists,Systems Analysis,3.0
Neurodiagnostic Technologists,Systems Analysis,3.12
Neurodiagnostic Technologists,Systems Evaluation,3.0
Neurodiagnostic Technologists,Systems Evaluation,3.12
Neurodiagnostic Technologists,Time Management,3.0
Neurodiagnostic Technologists,Time Management,3.0
Neurodiagnostic Technologists,Management of Financial Resources,1.75
Neurodiagnostic Technologists,Management of Financial Resources,1.0
Neurodiagnostic Technologists,Management of Material Resources,1.88
Neurodiagnostic Technologists,Management of Material Resources,1.5
Neurodiagnostic Technologists,Management of Personnel Resources,2.38
Neurodiagnostic Technologists,Management of Personnel Resources,2.12
Ophthalmic Medical Technologists,Reading Comprehension,3.12
Ophthalmic Medical Technologists,Reading Comprehension,3.88
Ophthalmic Medical Technologists,Active Listening,3.88
Ophthalmic Medical Technologists,Active Listening,4.0
Ophthalmic Medical Technologists,Writing,3.12
Ophthalmic Medical Technologists,Writing,3.5
Ophthalmic Medical Technologists,Speaking,3.88
Ophthalmic Medical Technologists,Speaking,4.0
Ophthalmic Medical Technologists,Mathematics,2.62
Ophthalmic Medical Technologists,Mathematics,2.62
Ophthalmic Medical Technologists,Science,2.25
Ophthalmic Medical Technologists,Science,2.75
Ophthalmic Medical Technologists,Critical Thinking,3.25
Ophthalmic Medical Technologists,Critical Thinking,3.62
Ophthalmic Medical Technologists,Active Learning,3.0
Ophthalmic Medical Technologists,Active Learning,3.0
Ophthalmic Medical Technologists,Learning Strategies,3.0
Ophthalmic Medical Technologists,Learning Strategies,3.0
Ophthalmic Medical Technologists,Monitoring,3.0
Ophthalmic Medical Technologists,Monitoring,3.12
Ophthalmic Medical Technologists,Social Perceptiveness,3.62
Ophthalmic Medical Technologists,Social Perceptiveness,3.25
Ophthalmic Medical Technologists,Coordination,3.12
Ophthalmic Medical Technologists,Coordination,3.12
Ophthalmic Medical Technologists,Persuasion,2.75
Ophthalmic Medical Technologists,Persuasion,2.75
Ophthalmic Medical Technologists,Negotiation,2.38
Ophthalmic Medical Technologists,Negotiation,2.12
Ophthalmic Medical Technologists,Instructing,3.12
Ophthalmic Medical Technologists,Instructing,3.0
Ophthalmic Medical Technologists,Service Orientation,3.38
Ophthalmic Medical Technologists,Service Orientation,3.12
Ophthalmic Medical Technologists,Complex Problem Solving,3.0
Ophthalmic Medical Technologists,Complex Problem Solving,2.88
Ophthalmic Medical Technologists,Operations Analysis,1.12
Ophthalmic Medical Technologists,Operations Analysis,0.25
Ophthalmic Medical Technologists,Technology Design,1.38
Ophthalmic Medical Technologists,Technology Design,0.38
Ophthalmic Medical Technologists,Equipment Selection,1.62
Ophthalmic Medical Technologists,Equipment Selection,1.25
Ophthalmic Medical Technologists,Installation,1.0
Ophthalmic Medical Technologists,Installation,0.0
Ophthalmic Medical Technologists,Programming,1.62
Ophthalmic Medical Technologists,Programming,0.88
Ophthalmic Medical Technologists,Operations Monitoring,2.62
Ophthalmic Medical Technologists,Operations Monitoring,2.25
Ophthalmic Medical Technologists,Operation and Control,2.0
Ophthalmic Medical Technologists,Operation and Control,1.88
Ophthalmic Medical Technologists,Equipment Maintenance,1.38
Ophthalmic Medical Technologists,Equipment Maintenance,0.75
Ophthalmic Medical Technologists,Troubleshooting,2.0
Ophthalmic Medical Technologists,Troubleshooting,1.5
Ophthalmic Medical Technologists,Repairing,1.38
Ophthalmic Medical Technologists,Repairing,0.38
Ophthalmic Medical Technologists,Quality Control Analysis,2.0
Ophthalmic Medical Technologists,Quality Control Analysis,1.88
Ophthalmic Medical Technologists,Judgment and Decision Making,3.0
Ophthalmic Medical Technologists,Judgment and Decision Making,3.12
Ophthalmic Medical Technologists,Systems Analysis,2.38
Ophthalmic Medical Technologists,Systems Analysis,2.38
Ophthalmic Medical Technologists,Systems Evaluation,2.12
Ophthalmic Medical Technologists,Systems Evaluation,2.0
Ophthalmic Medical Technologists,Time Management,3.0
Ophthalmic Medical Technologists,Time Management,3.12
Ophthalmic Medical Technologists,Management of Financial Resources,1.5
Ophthalmic Medical Technologists,Management of Financial Resources,0.5
Ophthalmic Medical Technologists,Management of Material Resources,1.38
Ophthalmic Medical Technologists,Management of Material Resources,0.75
Ophthalmic Medical Technologists,Management of Personnel Resources,2.88
Ophthalmic Medical Technologists,Management of Personnel Resources,2.62
Patient Representatives,Reading Comprehension,3.88
Patient Representatives,Reading Comprehension,3.88
Patient Representatives,Active Listening,4.12
Patient Representatives,Active Listening,4.0
Patient Representatives,Writing,3.25
Patient Representatives,Writing,3.75
Patient Representatives,Speaking,3.88
Patient Representatives,Speaking,4.0
Patient Representatives,Mathematics,2.0
Patient Representatives,Mathematics,2.0
Patient Representatives,Science,1.88
Patient Representatives,Science,1.25
Patient Representatives,Critical Thinking,3.62
Patient Representatives,Critical Thinking,3.75
Patient Representatives,Active Learning,3.25
Patient Representatives,Active Learning,3.5
Patient Representatives,Learning Strategies,2.75
Patient Representatives,Learning Strategies,3.0
Patient Representatives,Monitoring,3.12
Patient Representatives,Monitoring,3.0
Patient Representatives,Social Perceptiveness,4.0
Patient Representatives,Social Perceptiveness,4.0
Patient Representatives,Coordination,3.88
Patient Representatives,Coordination,3.38
Patient Representatives,Persuasion,3.62
Patient Representatives,Persuasion,3.62
Patient Representatives,Negotiation,3.0
Patient Representatives,Negotiation,3.12
Patient Representatives,Instructing,2.88
Patient Representatives,Instructing,3.38
Patient Representatives,Service Orientation,4.0
Patient Representatives,Service Orientation,3.88
Patient Representatives,Complex Problem Solving,3.25
Patient Representatives,Complex Problem Solving,3.12
Patient Representatives,Operations Analysis,1.25
Patient Representatives,Operations Analysis,0.38
Patient Representatives,Technology Design,1.75
Patient Representatives,Technology Design,0.75
Patient Representatives,Equipment Selection,1.0
Patient Representatives,Equipment Selection,0.0
Patient Representatives,Installation,1.0
Patient Representatives,Installation,0.0
Patient Representatives,Programming,1.75
Patient Representatives,Programming,0.88
Patient Representatives,Operations Monitoring,1.88
Patient Representatives,Operations Monitoring,1.25
Patient Representatives,Operation and Control,1.0
Patient Representatives,Operation and Control,0.0
Patient Representatives,Equipment Maintenance,1.0
Patient Representatives,Equipment Maintenance,0.0
Patient Representatives,Troubleshooting,1.0
Patient Representatives,Troubleshooting,0.0
Patient Representatives,Repairing,1.0
Patient Representatives,Repairing,0.0
Patient Representatives,Quality Control Analysis,1.12
Patient Representatives,Quality Control Analysis,0.25
Patient Representatives,Judgment and Decision Making,3.25
Patient Representatives,Judgment and Decision Making,3.25
Patient Representatives,Systems Analysis,2.88
Patient Representatives,Systems Analysis,2.88
Patient Representatives,Systems Evaluation,2.75
Patient Representatives,Systems Evaluation,3.0
Patient Representatives,Time Management,3.38
Patient Representatives,Time Management,3.25
Patient Representatives,Management of Financial Resources,2.12
Patient Representatives,Management of Financial Resources,1.88
Patient Representatives,Management of Material Resources,2.0
Patient Representatives,Management of Material Resources,1.62
Patient Representatives,Management of Personnel Resources,2.75
Patient Representatives,Management of Personnel Resources,2.62
Athletic Trainers,Reading Comprehension,3.75
Athletic Trainers,Reading Comprehension,3.88
Athletic Trainers,Active Listening,4.0
Athletic Trainers,Active Listening,4.0
Athletic Trainers,Writing,3.5
Athletic Trainers,Writing,3.88
Athletic Trainers,Speaking,3.88
Athletic Trainers,Speaking,4.0
Athletic Trainers,Mathematics,2.12
Athletic Trainers,Mathematics,2.12
Athletic Trainers,Science,2.38
Athletic Trainers,Science,1.88
Athletic Trainers,Critical Thinking,3.88
Athletic Trainers,Critical Thinking,4.12
Athletic Trainers,Active Learning,3.75
Athletic Trainers,Active Learning,4.0
Athletic Trainers,Learning Strategies,3.12
Athletic Trainers,Learning Strategies,3.88
Athletic Trainers,Monitoring,3.88
Athletic Trainers,Monitoring,4.12
Athletic Trainers,Social Perceptiveness,3.75
Athletic Trainers,Social Perceptiveness,4.0
Athletic Trainers,Coordination,3.12
Athletic Trainers,Coordination,3.0
Athletic Trainers,Persuasion,3.0
Athletic Trainers,Persuasion,3.25
Athletic Trainers,Negotiation,2.75
Athletic Trainers,Negotiation,2.5
Athletic Trainers,Instructing,3.62
Athletic Trainers,Instructing,3.75
Athletic Trainers,Service Orientation,3.62
Athletic Trainers,Service Orientation,3.62
Athletic Trainers,Complex Problem Solving,3.25
Athletic Trainers,Complex Problem Solving,3.38
Athletic Trainers,Operations Analysis,2.12
Athletic Trainers,Operations Analysis,2.25
Athletic Trainers,Technology Design,1.88
Athletic Trainers,Technology Design,1.75
Athletic Trainers,Equipment Selection,1.62
Athletic Trainers,Equipment Selection,0.75
Athletic Trainers,Installation,1.0
Athletic Trainers,Installation,0.0
Athletic Trainers,Programming,1.25
Athletic Trainers,Programming,0.25
Athletic Trainers,Operations Monitoring,2.75
Athletic Trainers,Operations Monitoring,2.25
Athletic Trainers,Operation and Control,2.0
Athletic Trainers,Operation and Control,1.75
Athletic Trainers,Equipment Maintenance,1.25
Athletic Trainers,Equipment Maintenance,0.38
Athletic Trainers,Troubleshooting,2.0
Athletic Trainers,Troubleshooting,1.38
Athletic Trainers,Repairing,1.0
Athletic Trainers,Repairing,0.0
Athletic Trainers,Quality Control Analysis,2.75
Athletic Trainers,Quality Control Analysis,2.62
Athletic Trainers,Judgment and Decision Making,3.88
Athletic Trainers,Judgment and Decision Making,3.75
Athletic Trainers,Systems Analysis,2.88
Athletic Trainers,Systems Analysis,3.0
Athletic Trainers,Systems Evaluation,2.88
Athletic Trainers,Systems Evaluation,3.0
Athletic Trainers,Time Management,3.25
Athletic Trainers,Time Management,3.0
Athletic Trainers,Management of Financial Resources,1.88
Athletic Trainers,Management of Financial Resources,1.12
Athletic Trainers,Management of Material Resources,1.88
Athletic Trainers,Management of Material Resources,1.5
Athletic Trainers,Management of Personnel Resources,2.88
Athletic Trainers,Management of Personnel Resources,2.62
Genetic Counselors,Reading Comprehension,4.12
Genetic Counselors,Reading Comprehension,4.75
Genetic Counselors,Active Listening,4.0
Genetic Counselors,Active Listening,4.0
Genetic Counselors,Writing,3.88
Genetic Counselors,Writing,4.25
Genetic Counselors,Speaking,3.88
Genetic Counselors,Speaking,3.88
Genetic Counselors,Mathematics,2.75
Genetic Counselors,Mathematics,2.75
Genetic Counselors,Science,3.25
Genetic Counselors,Science,3.12
Genetic Counselors,Critical Thinking,3.88
Genetic Counselors,Critical Thinking,4.12
Genetic Counselors,Active Learning,3.88
Genetic Counselors,Active Learning,3.88
Genetic Counselors,Learning Strategies,3.0
Genetic Counselors,Learning Strategies,3.25
Genetic Counselors,Monitoring,3.0
Genetic Counselors,Monitoring,3.0
Genetic Counselors,Social Perceptiveness,3.88
Genetic Counselors,Social Perceptiveness,4.0
Genetic Counselors,Coordination,3.0
Genetic Counselors,Coordination,3.0
Genetic Counselors,Persuasion,3.0
Genetic Counselors,Persuasion,3.0
Genetic Counselors,Negotiation,3.0
Genetic Counselors,Negotiation,3.0
Genetic Counselors,Instructing,3.12
Genetic Counselors,Instructing,3.25
Genetic Counselors,Service Orientation,3.12
Genetic Counselors,Service Orientation,3.12
Genetic Counselors,Complex Problem Solving,4.0
Genetic Counselors,Complex Problem Solving,3.75
Genetic Counselors,Operations Analysis,1.25
Genetic Counselors,Operations Analysis,0.38
Genetic Counselors,Technology Design,1.5
Genetic Counselors,Technology Design,0.62
Genetic Counselors,Equipment Selection,1.0
Genetic Counselors,Equipment Selection,0.0
Genetic Counselors,Installation,1.0
Genetic Counselors,Installation,0.0
Genetic Counselors,Programming,1.38
Genetic Counselors,Programming,0.5
Genetic Counselors,Operations Monitoring,1.88
Genetic Counselors,Operations Monitoring,1.5
Genetic Counselors,Operation and Control,1.0
Genetic Counselors,Operation and Control,0.0
Genetic Counselors,Equipment Maintenance,1.0
Genetic Counselors,Equipment Maintenance,0.0
Genetic Counselors,Troubleshooting,1.0
Genetic Counselors,Troubleshooting,0.0
Genetic Counselors,Repairing,1.0
Genetic Counselors,Repairing,0.0
Genetic Counselors,Quality Control Analysis,1.12
Genetic Counselors,Quality Control Analysis,0.25
Genetic Counselors,Judgment and Decision Making,3.25
Genetic Counselors,Judgment and Decision Making,4.0
Genetic Counselors,Systems Analysis,3.12
Genetic Counselors,Systems Analysis,3.0
Genetic Counselors,Systems Evaluation,3.0
Genetic Counselors,Systems Evaluation,3.12
Genetic Counselors,Time Management,3.12
Genetic Counselors,Time Management,3.12
Genetic Counselors,Management of Financial Resources,1.25
Genetic Counselors,Management of Financial Resources,0.62
Genetic Counselors,Management of Material Resources,1.12
Genetic Counselors,Management of Material Resources,0.12
Genetic Counselors,Management of Personnel Resources,2.88
Genetic Counselors,Management of Personnel Resources,2.88
Surgical Assistants,Reading Comprehension,3.62
Surgical Assistants,Reading Comprehension,4.0
Surgical Assistants,Active Listening,4.0
Surgical Assistants,Active Listening,3.88
Surgical Assistants,Writing,3.12
Surgical Assistants,Writing,3.38
Surgical Assistants,Speaking,3.75
Surgical Assistants,Speaking,3.88
Surgical Assistants,Mathematics,2.5
Surgical Assistants,Mathematics,2.62
Surgical Assistants,Science,2.62
Surgical Assistants,Science,2.62
Surgical Assistants,Critical Thinking,3.62
Surgical Assistants,Critical Thinking,3.5
Surgical Assistants,Active Learning,3.0
Surgical Assistants,Active Learning,3.12
Surgical Assistants,Learning Strategies,3.12
Surgical Assistants,Learning Strategies,3.12
Surgical Assistants,Monitoring,3.62
Surgical Assistants,Monitoring,3.5
Surgical Assistants,Social Perceptiveness,3.12
Surgical Assistants,Social Perceptiveness,3.38
Surgical Assistants,Coordination,3.38
Surgical Assistants,Coordination,3.25
Surgical Assistants,Persuasion,2.75
Surgical Assistants,Persuasion,2.62
Surgical Assistants,Negotiation,2.75
Surgical Assistants,Negotiation,2.62
Surgical Assistants,Instructing,2.62
Surgical Assistants,Instructing,2.88
Surgical Assistants,Service Orientation,3.38
Surgical Assistants,Service Orientation,3.25
Surgical Assistants,Complex Problem Solving,3.25
Surgical Assistants,Complex Problem Solving,3.12
Surgical Assistants,Operations Analysis,1.5
Surgical Assistants,Operations Analysis,0.88
Surgical Assistants,Technology Design,1.62
Surgical Assistants,Technology Design,1.12
Surgical Assistants,Equipment Selection,1.75
Surgical Assistants,Equipment Selection,1.12
Surgical Assistants,Installation,1.25
Surgical Assistants,Installation,0.38
Surgical Assistants,Programming,1.5
Surgical Assistants,Programming,0.88
Surgical Assistants,Operations Monitoring,3.25
Surgical Assistants,Operations Monitoring,3.38
Surgical Assistants,Operation and Control,2.88
Surgical Assistants,Operation and Control,2.75
Surgical Assistants,Equipment Maintenance,1.0
Surgical Assistants,Equipment Maintenance,0.0
Surgical Assistants,Troubleshooting,2.12
Surgical Assistants,Troubleshooting,1.75
Surgical Assistants,Repairing,1.0
Surgical Assistants,Repairing,0.0
Surgical Assistants,Quality Control Analysis,2.75
Surgical Assistants,Quality Control Analysis,2.62
Surgical Assistants,Judgment and Decision Making,3.12
Surgical Assistants,Judgment and Decision Making,3.12
Surgical Assistants,Systems Analysis,2.75
Surgical Assistants,Systems Analysis,2.75
Surgical Assistants,Systems Evaluation,2.62
Surgical Assistants,Systems Evaluation,2.75
Surgical Assistants,Time Management,2.88
Surgical Assistants,Time Management,2.75
Surgical Assistants,Management of Financial Resources,1.88
Surgical Assistants,Management of Financial Resources,1.25
Surgical Assistants,Management of Material Resources,2.12
Surgical Assistants,Management of Material Resources,1.75
Surgical Assistants,Management of Personnel Resources,2.38
Surgical Assistants,Management of Personnel Resources,2.12
Midwives,Reading Comprehension,3.62
Midwives,Reading Comprehension,4.25
Midwives,Active Listening,3.75
Midwives,Active Listening,4.38
Midwives,Writing,3.12
Midwives,Writing,3.62
Midwives,Speaking,3.75
Midwives,Speaking,4.0
Midwives,Mathematics,2.25
Midwives,Mathematics,2.5
Midwives,Science,2.88
Midwives,Science,2.88
Midwives,Critical Thinking,4.0
Midwives,Critical Thinking,4.0
Midwives,Active Learning,3.38
Midwives,Active Learning,3.62
Midwives,Learning Strategies,3.25
Midwives,Learning Strategies,3.38
Midwives,Monitoring,4.0
Midwives,Monitoring,4.62
Midwives,Social Perceptiveness,4.12
Midwives,Social Perceptiveness,4.88
Midwives,Coordination,3.62
Midwives,Coordination,3.75
Midwives,Persuasion,3.0
Midwives,Persuasion,3.0
Midwives,Negotiation,2.62
Midwives,Negotiation,2.62
Midwives,Instructing,3.25
Midwives,Instructing,3.5
Midwives,Service Orientation,3.75
Midwives,Service Orientation,3.75
Midwives,Complex Problem Solving,3.38
Midwives,Complex Problem Solving,3.25
Midwives,Operations Analysis,1.38
Midwives,Operations Analysis,0.5
Midwives,Technology Design,1.62
Midwives,Technology Design,0.75
Midwives,Equipment Selection,1.5
Midwives,Equipment Selection,0.62
Midwives,Installation,1.0
Midwives,Installation,0.0
Midwives,Programming,1.62
Midwives,Programming,0.75
Midwives,Operations Monitoring,2.25
Midwives,Operations Monitoring,1.88
Midwives,Operation and Control,1.5
Midwives,Operation and Control,0.88
Midwives,Equipment Maintenance,1.0
Midwives,Equipment Maintenance,0.0
Midwives,Troubleshooting,1.75
Midwives,Troubleshooting,1.0
Midwives,Repairing,1.0
Midwives,Repairing,0.0
Midwives,Quality Control Analysis,1.88
Midwives,Quality Control Analysis,1.62
Midwives,Judgment and Decision Making,3.75
Midwives,Judgment and Decision Making,4.0
Midwives,Systems Analysis,3.0
Midwives,Systems Analysis,2.62
Midwives,Systems Evaluation,3.0
Midwives,Systems Evaluation,3.0
Midwives,Time Management,3.0
Midwives,Time Management,2.88
Midwives,Management of Financial Resources,1.62
Midwives,Management of Financial Resources,1.0
Midwives,Management of Material Resources,1.88
Midwives,Management of Material Resources,1.5
Midwives,Management of Personnel Resources,2.75
Midwives,Management of Personnel Resources,2.38
Home Health Aides,Reading Comprehension,3.25
Home Health Aides,Reading Comprehension,3.25
Home Health Aides,Active Listening,3.75
Home Health Aides,Active Listening,3.62
Home Health Aides,Writing,3.12
Home Health Aides,Writing,2.88
Home Health Aides,Speaking,3.12
Home Health Aides,Speaking,3.0
Home Health Aides,Mathematics,2.25
Home Health Aides,Mathematics,2.0
Home Health Aides,Science,1.62
Home Health Aides,Science,0.88
Home Health Aides,Critical Thinking,3.38
Home Health Aides,Critical Thinking,3.25
Home Health Aides,Active Learning,3.0
Home Health Aides,Active Learning,3.0
Home Health Aides,Learning Strategies,3.0
Home Health Aides,Learning Strategies,3.0
Home Health Aides,Monitoring,3.25
Home Health Aides,Monitoring,3.12
Home Health Aides,Social Perceptiveness,3.5
Home Health Aides,Social Perceptiveness,3.25
Home Health Aides,Coordination,3.0
Home Health Aides,Coordination,3.0
Home Health Aides,Persuasion,3.12
Home Health Aides,Persuasion,2.88
Home Health Aides,Negotiation,2.88
Home Health Aides,Negotiation,2.75
Home Health Aides,Instructing,3.12
Home Health Aides,Instructing,3.0
Home Health Aides,Service Orientation,3.62
Home Health Aides,Service Orientation,3.38
Home Health Aides,Complex Problem Solving,3.0
Home Health Aides,Complex Problem Solving,3.0
Home Health Aides,Operations Analysis,1.12
Home Health Aides,Operations Analysis,0.25
Home Health Aides,Technology Design,1.25
Home Health Aides,Technology Design,0.25
Home Health Aides,Equipment Selection,1.0
Home Health Aides,Equipment Selection,0.0
Home Health Aides,Installation,1.0
Home Health Aides,Installation,0.0
Home Health Aides,Programming,1.0
Home Health Aides,Programming,0.0
Home Health Aides,Operations Monitoring,2.12
Home Health Aides,Operations Monitoring,2.12
Home Health Aides,Operation and Control,1.38
Home Health Aides,Operation and Control,0.38
Home Health Aides,Equipment Maintenance,1.0
Home Health Aides,Equipment Maintenance,0.0
Home Health Aides,Troubleshooting,1.75
Home Health Aides,Troubleshooting,1.0
Home Health Aides,Repairing,1.0
Home Health Aides,Repairing,0.0
Home Health Aides,Quality Control Analysis,2.0
Home Health Aides,Quality Control Analysis,1.25
Home Health Aides,Judgment and Decision Making,3.0
Home Health Aides,Judgment and Decision Making,3.0
Home Health Aides,Systems Analysis,2.0
Home Health Aides,Systems Analysis,2.0
Home Health Aides,Systems Evaluation,2.0
Home Health Aides,Systems Evaluation,2.0
Home Health Aides,Time Management,3.12
Home Health Aides,Time Management,3.0
Home Health Aides,Management of Financial Resources,2.0
Home Health Aides,Management of Financial Resources,1.25
Home Health Aides,Management of Material Resources,2.0
Home Health Aides,Management of Material Resources,1.38
Home Health Aides,Management of Personnel Resources,2.25
Home Health Aides,Management of Personnel Resources,2.25
Personal Care Aides,Reading Comprehension,2.88
Personal Care Aides,Reading Comprehension,2.75
Personal Care Aides,Active Listening,3.5
Personal Care Aides,Active Listening,2.88
Personal Care Aides,Writing,2.88
Personal Care Aides,Writing,2.75
Personal Care Aides,Speaking,3.25
Personal Care Aides,Speaking,2.88
Personal Care Aides,Mathematics,1.88
Personal Care Aides,Mathematics,1.62
Personal Care Aides,Science,1.75
Personal Care Aides,Science,0.75
Personal Care Aides,Critical Thinking,3.0
Personal Care Aides,Critical Thinking,3.0
Personal Care Aides,Active Learning,2.75
Personal Care Aides,Active Learning,2.75
Personal Care Aides,Learning Strategies,2.75
Personal Care Aides,Learning Strategies,2.62
Personal Care Aides,Monitoring,3.12
Personal Care Aides,Monitoring,3.12
Personal Care Aides,Social Perceptiveness,3.62
Personal Care Aides,Social Perceptiveness,3.12
Personal Care Aides,Coordination,3.0
Personal Care Aides,Coordination,2.88
